StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code
13/01/2019 4:56,13/01/2019 5:03,0,97.94.23.68,100,412,1,13/01/2019 5:03,R_2pQMpvwwNOk0oiT,,,,,46.25219727,-119.2879944,anonymous,EN,1,2,38,5,2,4,4,1,4,5,1,4,5,5,4,2,4,2,4,3,1,3,2,4,5,2,2,5,4,4,4,4,4,2,5,3,4,5,4,2,4,4,4,3,2,2,2,2,28.015,129.111,129.919,50,2,28.562,68.554,75.952,6,2,26.775,27.399,28.084,2,4,1,31.066,31.066,33.156,1,2,32.415,32.415,33.262,1,2,14.065,14.065,14.857,1,1,30.428,30.428,31.57,1,2,28.91,28.91,30.006,1,52498629
13/01/2019 5:00,13/01/2019 5:03,0,38.132.116.197,100,213,1,13/01/2019 5:03,R_3EtWsRUJRXyQ7q3,,,,,40.74839783,-73.99669647,anonymous,EN,1,1,32,5,2,4,4,3,5,4,3,4,4,4,3,3,5,3,5,4,5,4,3,4,4,4,5,4,5,5,4,3,5,4,3,3,4,4,5,3,4,3,4,3,3,4,3,4,2.2,34.582,38.148,2,2,3.946,3.946,5.896,1,2,1.66,12.634,24.13,7,3,2,2.4,2.4,4.176,1,1,0.965,0.965,1.888,1,2,1.187,1.581,2.409,2,2,9.301,63.312,64.363,13,2,1.217,3.848,4.223,3,34268928
13/01/2019 4:57,13/01/2019 5:04,0,98.253.59.113,100,404,1,13/01/2019 5:04,R_3hgstYyi7Ih4l0G,,,,,40.06539917,-88.25279999,anonymous,EN,1,2,42,5,1,3,4,3,3,5,4,2,4,4,2,2,4,3,3,2,3,4,3,3,5,4,3,4,3,2,3,3,4,2,4,4,4,4,4,1,2,3,3,2,4,4,4,2,21.366,118.998,120.898,50,1,67.405,67.405,68.523,1,2,41.647,41.647,43.27,1,3,2,8.897,46.13,46.768,3,1,25.342,25.342,26.678,1,1,15.514,15.514,19.545,1,1,22.873,22.873,26.855,1,2,22.657,22.657,24.063,1,92819759
13/01/2019 4:57,13/01/2019 5:04,0,68.9.255.208,100,412,1,13/01/2019 5:04,R_2dzN5WzPP7ewwHp,,,,,41.44369507,-71.53420258,anonymous,EN,1,2,24,5,4,3,5,4,4,5,4,2,4,5,4,1,5,2,4,4,4,2,3,4,4,5,2,2,4,1,2,4,4,4,5,5,4,4,5,4,2,4,5,4,2,2,5,3,4.661,177.334,178.498,59,2,59.29,59.29,60.63,1,2,21.076,21.076,23.658,1,3,2,26.921,26.921,33.693,1,2,22.793,22.793,25.846,1,1,10.884,10.884,12.266,1,2,41.606,41.606,43.989,1,2,11.991,11.991,14.915,1,53196102
13/01/2019 4:57,13/01/2019 5:04,0,182.18.197.244,100,399,1,13/01/2019 5:04,R_3pseVClhFKbPYOf,,,,,14.56039429,121.0812073,anonymous,EN,1,2,39,3,2,2,4,1,3,4,5,1,3,4,3,1,5,3,3,2,4,3,2,3,5,4,2,5,3,2,2,4,2,2,4,5,4,5,3,2,1,4,1,3,4,4,2,2,6.967,93.815,94.842,44,2,52.5,52.5,53.43,1,1,19.376,19.376,20.567,1,6,2,45.37,45.37,46.432,1,1,26.43,26.43,27.828,1,2,13.305,13.305,15.271,1,2,26.278,26.278,27.307,1,2,16.831,16.831,17.559,1,86115773
13/01/2019 4:56,13/01/2019 5:04,0,208.107.114.192,100,501,1,13/01/2019 5:04,R_25TomEcIlETxpPU,,,,,44.04800415,-103.1763,anonymous,EN,1,2,46,5,2,5,5,4,2,4,4,2,2,2,2,4,4,4,2,1,2,1,4,2,4,2,1,2,2,4,4,5,4,2,5,4,4,4,5,1,4,4,4,2,4,4,4,2,2.984,158.103,159.762,46,1,75.01,75.452,80.715,2,2,12.569,12.569,29.776,1,5,1,23.933,23.933,26.926,1,2,38.055,38.055,40.819,1,1,12.752,12.752,14.458,1,1,62.644,73.836,75.357,3,2,9.999,9.999,13.788,1,78286293
13/01/2019 5:00,13/01/2019 5:04,0,47.14.137.235,100,259,1,13/01/2019 5:04,R_10Jmf2MmQL2uHCQ,,,,,42.11529541,-71.66439819,anonymous,EN,1,1,56,5,2,1,4,3,4,5,5,2,3,3,3,2,4,4,2,3,5,2,3,3,5,4,2,3,3,2,2,4,3,3,4,5,4,3,4,2,2,4,3,3,2,4,2,2,4.718,89.408,90.777,47,2,1.742,29.232,30.978,2,2,1.317,5.398,6.839,2,3,2,1.559,18.804,20.545,2,1,1.597,21.628,23.427,2,1,1.676,9.307,10.876,2,2,1.708,21.509,22.794,2,2,1.586,8.343,9.638,2,15498358
13/01/2019 4:58,13/01/2019 5:04,0,106.201.169.185,100,393,1,13/01/2019 5:04,R_3e2JFaGH6Hv3de2,,,,,13.08329773,80.28329468,anonymous,EN,1,1,42,6,2,4,4,2,2,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,4,4,4,2,2,2,3,4,2,4,4,3,4,4,2,2,4,4,4,2,4,4,2,6.925,78.871,79.676,101,2,57.809,58.772,59.495,3,2,28.487,28.511,37.092,2,3,2,33.643,34.742,35.273,3,2,18.544,21.409,21.945,3,1,17.526,18.907,19.38,3,1,29.991,30.013,31.059,2,2,22.788,24.472,25.416,5,39737946
13/01/2019 4:58,13/01/2019 5:07,0,162.17.237.70,100,542,1,13/01/2019 5:07,R_217kcFViOzhTR73,,,,,39.90739441,-75.00080109,anonymous,EN,1,2,56,6,2,4,4,4,4,2,4,4,4,4,2,1,5,4,3,2,4,2,2,4,4,4,2,4,4,2,2,4,4,4,2,4,4,4,3,2,2,4,2,4,4,4,2,2,4.98,164.312,167.942,101,2,52.995,74.762,75.905,6,2,37.001,37.162,39.463,2,3,2,50.696,50.6,51.962,2,2,30.701,30.701,32.427,2,1,28.837,29.017,30.489,2,2,18.803,18.803,20.114,2,1,22.201,22.201,23.833,2,73524568
13/01/2019 4:58,13/01/2019 5:08,0,24.254.197.208,100,600,1,13/01/2019 5:08,R_DH14aU0IuC60wIp,,,,,36.92019653,-76.21600342,anonymous,EN,1,2,44,3,4,2,5,2,5,5,5,1,4,5,4,1,5,2,4,4,4,2,2,4,3,5,1,4,4,4,1,5,2,5,4,5,5,5,4,5,1,5,1,4,1,5,2,4,7.437,170.826,172.388,47,1,100.363,109.748,118.042,4,2,38.212,38.212,45.665,1,3,2,38.966,38.966,42.781,1,2,22.011,22.011,25.915,1,1,26.729,28.78,30.763,2,2,27.4,32.959,34.932,3,2,24.546,24.546,25.894,1,15514016
13/01/2019 5:01,13/01/2019 5:10,0,66.168.205.54,100,591,1,13/01/2019 5:10,R_w7DGoa9Qwfhz1Kx,,,,,34.040802,-84.3859024,anonymous,EN,1,1,52,4,2,2,5,2,4,5,5,2,4,5,2,1,5,2,2,2,4,2,5,4,4,4,1,4,4,2,1,5,2,4,4,5,5,4,5,2,1,4,4,4,1,5,2,2,2.6,116.611,117.853,49,1,59.083,59.083,76.172,1,2,127.71,127.71,143.901,1,3,1,17.15,75.128,76.395,3,2,22.839,22.839,24.662,1,1,12.633,12.633,13.542,1,1,57.094,60.384,63.37,2,2,22.85,22.85,24.3,1,16160871
13/01/2019 5:02,13/01/2019 5:11,0,75.137.152.180,100,515,1,13/01/2019 5:11,R_1rcRfwKAhulSUps,,,,,32.90150452,-84.33239746,anonymous,EN,1,2,27,3,1,2,4,4,4,5,4,1,4,4,3,1,4,4,3,2,4,2,1,3,5,2,3,4,4,3,4,3,2,4,4,4,4,4,4,2,2,4,2,4,1,3,2,4,2.797,132.356,134.211,50,1,75.169,77.36,77.807,3,1,51.597,51.597,64.718,1,3,2,5.85,59.236,64.22,4,2,37.08,37.08,50.429,1,1,11.923,11.923,14.886,1,1,54.04,54.04,62.373,1,2,20.344,20.344,21.794,1,25573272
13/01/2019 5:03,13/01/2019 5:13,0,208.163.189.158,100,589,1,13/01/2019 5:13,R_2TKIfNTFggHcmdD,,,,,34.94569397,-92.03179932,anonymous,EN,1,2,44,2,1,2,5,1,5,4,4,2,5,4,4,1,5,2,5,4,4,4,1,4,5,4,1,5,4,4,4,5,4,2,4,4,5,5,4,1,4,5,2,3,4,4,2,1,316.197,387.16,388.099,110,2,2.34,19.182,20.364,9,2,4.746,25.221,25.96,11,3,1,2.847,23.094,23.718,4,1,6.078,12.114,17.37,7,1,2.303,23.691,24.787,5,2,2.343,19.841,20.454,4,2,2.299,12.242,13.333,7,95406070
13/01/2019 5:11,13/01/2019 5:17,0,208.104.183.191,100,405,1,13/01/2019 5:17,R_AhxSO5LldqlFS01,,,,,35.22079468,-82.74040222,anonymous,EN,1,2,63,6,2,2,5,2,5,4,4,1,4,5,3,1,5,2,4,3,4,2,2,5,2,4,1,4,5,3,1,5,4,3,4,4,4,4,1,2,1,5,1,5,3,4,2,1,3.637,145.034,146.631,51,1,41.85,41.85,52.553,1,2,22.081,22.081,35.801,1,3,2,29.217,38.804,55.093,3,2,10.141,10.141,14.233,1,2,11.531,11.531,19.934,1,2,7.891,7.891,17.949,1,2,9.896,9.896,19.995,1,72742077
13/01/2019 5:16,13/01/2019 5:22,0,24.20.124.0,100,358,1,13/01/2019 5:22,R_2YRQD8SIfPWL7Gg,,,,,45.49850464,-122.7787018,anonymous,EN,1,2,30,2,1,2,4,3,3,5,3,4,4,5,1,1,4,3,3,1,2,2,3,3,5,2,3,4,3,1,5,4,2,4,5,4,4,4,4,1,2,4,2,4,4,4,2,3,24.902,78.783,79.704,45,2,46.76,46.76,51.057,1,2,25.595,25.595,38.287,1,3,2,25.362,69.484,70.501,4,2,13.502,24.781,30.363,3,2,8.22,10.764,17.642,3,1,19.541,19.985,26.736,2,2,10.669,10.669,15.022,1,52310942
13/01/2019 5:26,13/01/2019 5:35,0,98.235.134.55,100,524,1,13/01/2019 5:35,R_20VhHHOT0xOWMkA,,,,,40.27819824,-76.70939636,anonymous,EN,1,2,46,2,1,1,4,5,4,5,3,4,3,4,1,1,4,4,4,1,3,4,5,4,5,3,4,3,4,1,4,4,5,3,5,3,4,3,5,1,5,4,4,4,4,3,4,3,57.173,285.894,286.855,47,1,122.716,125.939,126.46,4,1,21.194,21.194,25.142,1,3,2,8.782,8.782,13.84,1,1,9.339,9.339,13.338,1,2,7.858,7.858,9.324,1,1,16.628,16.628,18.689,1,1,10.663,10.663,13.943,1,96711841
13/01/2019 5:36,13/01/2019 5:43,0,68.59.26.228,100,457,1,13/01/2019 5:43,R_3lYtV27HNi83mzC,,,,,42.40409851,-86.2542038,anonymous,EN,1,1,42,4,1,1,4,1,4,5,4,1,4,4,3,1,5,1,1,3,4,1,4,4,5,4,1,2,3,3,1,4,1,3,5,4,4,4,2,1,1,3,3,2,4,4,2,3,63.354,175.662,176.873,44,1,57.886,57.886,59.794,1,1,6.865,6.865,7.88,1,5,1,49.954,49.954,50.824,1,2,31.24,35.122,36.257,2,1,15.594,15.594,17.899,1,2,22.614,22.614,23.28,1,1,21.141,29.564,30.385,2,80010058
13/01/2019 5:57,13/01/2019 6:04,0,196.17.65.71,100,438,1,13/01/2019 6:04,R_3kLE0y4tK4uZd0I,,,,,34.05439758,-118.2440033,anonymous,EN,1,2,28,5,4,3,4,5,3,3,4,5,3,4,5,4,3,3,4,5,4,3,3,4,3,5,3,4,4,3,4,5,5,3,4,5,4,3,4,4,5,3,3,4,5,4,4,5,3.439,102.032,103.276,46,1,39.542,39.542,40.776,1,2,3.081,3.081,4.147,1,6,1,32.016,32.016,34.077,1,2,41.236,41.236,43.524,1,2,33.83,33.83,36.064,1,2,11.156,11.156,12.659,1,2,11.354,60.954,63.24,4,83759923
