StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code
2019-01-13 05:00:42,2019-01-13 05:06:06,0,67.32.182.167,100,324,1,2019-01-13 05:06:07,R_24otxqallaHIyJT,,,,,37.43670654296875,-82.80100250244140625,anonymous,EN,1,2,29,3,4,5,4,3,5,3,4,5,2,5,3,4,3,5,2,3,5,4,3,5,4,3,4,3,4,2,5,4,4,3,5,3,4,3,3,5,2,4,3,5,3,4,4,5,1.267,1.267,54.346,1,2,2.095,48.585,50.289,6,2,2.972,34.183,36.252,3,3,2,16.086,52.669,53.991,5,2,5.673,6.749,7.938,2,1,7.741,8.735,9.638,2,2,1.432,11.451,17.296,4,2,3.33,33.693,35.18,5,91894907
2019-01-13 04:58:47,2019-01-13 05:08:23,0,197.157.135.54,100,576,1,2019-01-13 05:08:24,R_3honaVxv6HoY7E6,,,,,17.6999969482421875,83.29998779296875,anonymous,EN,1,2,30,6,1,1,5,1,4,4,5,1,5,4,3,1,5,1,4,4,5,1,1,4,1,5,1,5,4,2,1,4,1,5,1,5,5,5,5,4,1,4,1,4,1,5,1,5,2.11,149.727,151.413,51,1,37.978,37.978,39.801,1,1,6.261,6.261,7.912,1,6,1,6.277,6.277,12.637,1,1,32.973,32.973,34.035,1,1,18.994,18.994,29.763,1,2,20.179,20.179,21.015,1,1,12.477,12.477,13.885,1,50697453
2019-01-13 05:02:40,2019-01-13 05:08:28,0,208.163.189.158,100,347,1,2019-01-13 05:08:28,R_2ZI8jfZ0zGwzxDe,,,,,34.9456939697265625,-92.03179931640625,anonymous,EN,1,1,35,2,4,2,5,1,2,3,4,2,2,5,4,1,5,2,3,4,4,2,4,1,2,4,1,2,1,4,2,4,4,2,1,4,4,2,1,4,4,5,1,2,2,3,1,1,44.195,135.429,137.052,107,2,6.264,23.03,29.949,3,1,7.863,24.335,27.651,2,3,1,1.36,21.874,24.257,2,2,1.506,37.965,39.072,4,1,1.342,16.762,18.269,2,2,1.571,22.764,25.893,4,1,1.284,12.989,14.957,2,45472027
2019-01-13 04:58:25,2019-01-13 05:08:48,0,72.69.76.241,100,622,1,2019-01-13 05:08:50,R_Td7xHO01SRH7eOR,,,,,40.597900390625,-73.97429656982421875,anonymous,EN,1,2,32,5,1,4,4,4,2,5,2,2,1,3,1,2,4,4,2,1,2,2,5,2,5,2,3,2,2,1,4,4,4,3,5,2,3,2,4,1,4,3,4,3,4,3,2,2,2.311,65.64,141.928,44,1,3.846,78.902,86.283,3,1,3.31,28.91,37.723,5,3,1,3.013,34.189,64.292,3,1,2.359,35.471,36.547,3,1,18.003,18.003,40.945,1,2,73.8,73.8,86.453,1,1,23.945,23.945,25.59,1,11238736
2019-01-13 04:59:49,2019-01-13 05:10:58,0,24.39.92.30,100,668,1,2019-01-13 05:10:58,R_Tot8IPDPV0FoJS9,,,,,43.0847015380859375,-76.24050140380859375,anonymous,EN,1,2,28,4,1,3,4,4,4,5,4,4,5,5,3,2,5,3,5,1,3,2,2,4,5,2,2,3,4,4,4,4,4,4,1,3,4,5,2,2,4,3,1,5,4,4,3,1,13.093,292.813,293.401,113,1,17.311,65.292,67.523,4,1,2.83,51.088,51.706,9,3,2,2.852,60.152,60.9,15,1,10.003,29.257,30.081,4,2,3.213,27.247,27.799,4,1,29.475,29.475,30.372,1,1,2.941,29.013,29.554,6,13690809
2019-01-13 05:00:09,2019-01-13 05:11:13,0,99.190.112.31,100,663,1,2019-01-13 05:11:13,R_2zP8jgcrg7dsZQU,,,,,34.25830078125,-118.591400146484375,anonymous,EN,1,1,67,3,4,2,5,1,4,4,5,1,4,5,5,1,5,2,4,4,5,1,2,4,4,3,1,5,4,4,1,5,2,4,4,5,5,4,3,4,1,5,2,4,2,4,1,2,28.641,182.378,183.616,44,1,7.47,110.764,112.317,4,2,9.046,80.875,82.51,4,3,1,3.93,63.076,83.281,3,1,54.493,54.493,58.693,1,1,30.548,30.548,31.944,1,2,23.7,23.7,25.082,1,2,13.384,13.384,14.669,1,14748480
2019-01-13 05:01:03,2019-01-13 05:12:32,0,173.254.194.196,100,689,1,2019-01-13 05:12:32,R_3QPHz5Z8MxeMEMT,,,,,34.0493927001953125,-118.26409912109375,anonymous,EN,1,1,28,6,1,2,5,1,5,4,5,2,5,5,5,4,5,5,5,5,5,3,4,5,5,5,1,5,4,3,1,5,1,5,1,5,5,5,4,5,1,5,5,5,1,5,1,5,3.109,164.923,166.069,131,1,32.475,57.454,58.457,4,1,16.769,20.536,21.943,6,3,1,7.516,67.615,68.277,13,2,24.2,35.899,36.515,3,1,20.546,21.096,21.674,3,1,21.891,30,31.017,4,1,1.208,25.96,27.112,10,37208164
2019-01-13 05:09:33,2019-01-13 05:13:11,0,38.132.117.195,100,218,1,2019-01-13 05:13:11,R_Ub9wAHPWUOKyh6p,,,,,40.7483978271484375,-73.99669647216796875,anonymous,EN,1,2,25,7,4,2,4,3,1,4,3,4,2,3,4,2,5,1,3,3,5,3,4,4,2,5,2,3,4,3,5,2,3,4,3,5,4,5,2,4,1,4,5,2,4,2,4,4,33,52.823,53.232,8,1,0,0,5.599,0,1,8.329,15.462,17.671,3,5,1,0,0,8.9,0,1,0.366,0.366,4.051,1,2,0,0,2.581,0,2,0,0,8.572,0,1,0,0,26.819,0,69977112
2019-01-13 05:01:28,2019-01-13 05:14:35,0,66.169.138.220,100,786,1,2019-01-13 05:14:35,R_3ENkq5MQAbufOcE,,,,,32.6526031494140625,-97.37580108642578125,anonymous,EN,1,1,53,1,5,4,4,1,3,3,5,4,5,5,2,1,4,2,4,3,1,4,3,4,2,3,3,5,2,3,3,4,2,3,2,4,4,5,5,4,4,3,1,4,4,4,3,1,6.578,397.983,398.844,69,1,15.219,51.968,54.092,3,2,25.966,55.758,57.344,3,3,2,14.932,36.901,38.713,4,2,20.351,60.408,61.934,3,2,8.661,26.4,27.983,2,2,3.478,26.923,28.854,4,2,6.422,23.67,25.326,2,16783744
2019-01-13 05:01:01,2019-01-13 05:15:18,0,32.217.36.94,100,857,1,2019-01-13 05:15:19,R_29voA2iPCR4TNgH,,,,,41.5569000244140625,-72.66519927978515625,anonymous,EN,1,1,62,5,4,2,5,1,5,4,3,2,4,5,4,1,5,4,5,3,4,2,4,5,4,4,2,4,5,4,4,5,2,5,3,2,4,4,2,3,4,4,2,5,1,2,2,5,7.988,211.63,215.514,44,1,78.195,78.195,103.625,1,2,55.434,55.434,69.696,1,3,2,88.869,88.869,93.74,1,1,80.726,80.726,84.797,1,2,65.893,65.893,67.776,1,1,67.895,67.895,71.179,1,1,59.606,59.606,62.024,1,63646324
2019-01-13 05:00:33,2019-01-13 05:16:59,0,66.85.140.124,100,985,1,2019-01-13 05:16:59,R_xtSwMcx0fszbt3r,,,,,38.58160400390625,-121.4944000244140625,anonymous,EN,1,1,26,3,5,1,5,1,5,2,5,1,5,5,5,1,5,4,5,5,5,1,1,5,1,4,1,5,5,5,1,5,1,5,1,5,5,5,3,5,1,5,1,5,3,5,1,5,286.285,429.215,430.703,51,1,148.669,148.669,151.765,1,1,53.755,53.755,55.755,1,6,2,20.833,20.833,23.182,1,1,44.567,44.567,45.875,1,1,26.514,26.514,29.558,1,1,34.775,38.324,42.846,2,2,13.571,14.834,16.138,2,55722259
2019-01-13 05:00:55,2019-01-13 05:17:51,0,75.133.63.192,100,1016,1,2019-01-13 05:17:52,R_2yayq8bwVKmD5nu,,,,,43.5821075439453125,-83.8780975341796875,anonymous,EN,1,2,48,3,4,4,5,4,5,4,4,5,2,5,3,4,4,4,4,3,5,5,5,5,4,4,5,5,5,3,4,4,5,5,4,4,5,4,4,3,4,4,4,4,1,4,5,4,3.144,531.628,532.898,49,1,84.585,84.585,87.001,1,1,71.475,71.475,73.399,1,3,2,120.09,120.09,121.683,1,1,24.861,24.861,26.521,1,1,26.202,26.202,27.916,1,2,70.001,70.001,73.662,1,1,22.632,22.632,24.469,1,69060073
2019-01-13 05:00:21,2019-01-13 05:18:16,0,104.200.38.73,100,1075,1,2019-01-13 05:18:17,R_12mc4WxCeeK6dSM,,,,,35.66650390625,-97.46540069580078125,anonymous,EN,1,2,28,5,4,3,3,3,4,3,3,4,3,3,5,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,3,13.044,62.397,63.762,53,1,12.169,12.169,15.646,1,1,201.56,201.56,202.823,1,6,2,5.489,6.435,7.84,2,1,26.745,26.745,30.917,1,1,23.602,23.602,24.868,1,1,15.781,15.781,17.049,1,1,14.253,14.253,15.447,1,39438945
2019-01-13 05:11:01,2019-01-13 05:18:48,0,104.186.234.163,100,466,1,2019-01-13 05:18:48,R_1jHaYGsZK6xgIOY,,,,,36.0334014892578125,-79.86260223388671875,anonymous,EN,1,1,52,7,3,1,5,4,3,5,5,1,4,4,3,1,5,3,3,3,4,1,3,3,5,2,3,4,3,2,2,4,3,3,4,5,5,4,4,2,1,5,3,3,3,4,1,3,49.572,180.43,181.884,57,1,18.639,21.685,26.371,3,1,20.933,20.933,28.53,1,3,2,69.931,70.669,72.112,2,1,22.709,24.978,26.327,3,2,18.177,19.307,30.571,2,2,31.877,35.131,36.51,4,1,16.158,17.353,18.237,2,96240642
2019-01-13 05:05:12,2019-01-13 05:18:55,0,72.161.2.105,100,823,1,2019-01-13 05:18:55,R_8Aqwik05ewjBpRv,,,,,36.7283935546875,-91.87169647216796875,anonymous,EN,1,2,31,2,1,1,5,2,5,5,4,2,5,5,5,4,5,4,4,5,4,2,4,5,5,4,1,5,5,5,1,5,4,5,5,4,5,5,3,2,2,5,2,5,5,2,1,2,8.083,197.934,199.789,52,1,11.555,86.285,91.51,6,1,21.893,33.362,44.568,3,4,1,12.055,82.054,86.019,5,1,26.368,30.412,31.683,3,1,22.725,26.585,36.704,2,1,12.198,34.859,39.084,3,2,63.208,89.359,95.912,3,75381250
2019-01-13 05:11:23,2019-01-13 05:19:46,0,104.131.94.126,100,502,1,2019-01-13 05:19:46,R_3iIQldocp6e2DpE,,,,,40.8343963623046875,-74.13770294189453125,anonymous,EN,1,2,40,5,4,2,3,1,3,2,3,2,4,5,4,3,4,3,4,5,4,2,4,3,2,5,1,3,3,4,2,3,4,4,2,3,5,4,4,3,4,4,2,3,2,4,2,4,4.459,221.379,222.279,164,2,1.567,18.892,19.755,9,2,5.027,6.753,8.6,4,2,1,5.442,11,11.9,6,2,3.406,5.428,6.524,3,1,1.173,2.438,3.164,4,2,1.238,4.087,4.739,4,1,0.948,3.281,4.366,8,70185555
2019-01-13 05:09:07,2019-01-13 05:25:12,0,68.227.104.50,100,964,1,2019-01-13 05:25:12,R_3MGKIPuQw7Is7ZU,,,,,35.6215057373046875,-97.473297119140625,anonymous,EN,1,1,47,5,1,4,4,2,1,5,3,1,4,2,4,2,5,4,2,1,4,1,2,2,5,4,2,4,1,2,4,4,4,4,5,4,5,4,5,1,2,4,2,2,2,3,2,2,5.534,141.549,142.554,45,1,67.97,67.97,68.68,1,2,18.775,18.775,19.538,1,5,1,87.026,87.026,87.884,1,1,55.405,55.405,59.149,1,2,57.262,57.262,58.472,1,1,52.805,52.805,53.913,1,1,22.219,22.219,23.327,1,81029091
