StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code
2019-01-13 04:57:40,2019-01-13 05:04:06,0,100.0.240.12,100,385,1,2019-01-13 05:04:06,R_2SlFRTIHcdN0Xb7,,,,,42.41729736328125,-71.10870361328125,anonymous,EN,1,2,55,8,4,4,5,2,4,4,4,1,4,4,4,1,5,4,4,4,5,1,4,4,4,4,1,4,4,4,1,5,2,5,4,5,5,4,5,2,1,5,4,4,1,4,1,4,5.115,122.979,124.38,52,1,15.641,57.445,59.532,3,2,9.466,24.122,25.739,3,3,2,8.959,25.463,32.693,2,1,12.908,26.012,27.854,2,2,6.795,12.895,32.175,3,2,11.6,27.332,30.26,3,2,4.453,7.162,9.496,2,11827793
2019-01-13 04:56:16,2019-01-13 05:04:15,0,184.220.50.35,100,478,1,2019-01-13 05:04:15,R_2cvVsEnFXkZ347O,,,,,35.0178070068359375,-80.537200927734375,anonymous,EN,1,1,43,5,4,1,5,1,4,3,5,1,5,5,4,1,5,1,5,5,5,1,2,4,2,5,1,4,3,4,1,5,1,4,1,5,5,4,3,5,1,4,1,5,3,5,1,3,7.947,126.931,130.215,44,1,63.253,63.253,66.183,1,2,49.344,49.344,50.612,1,3,2,46.171,46.171,47.998,1,1,40.539,40.539,46.364,1,1,14.39,14.39,19.319,1,2,32.731,32.731,36.416,1,2,22.82,22.82,28.317,1,18816636
2019-01-13 04:56:22,2019-01-13 05:05:13,0,71.232.227.212,100,530,1,2019-01-13 05:05:13,R_24xnJ5S1luSmIVP,,,,,41.7113037109375,-70.47750091552734375,anonymous,EN,1,2,43,6,1,2,4,3,4,5,3,3,3,4,2,1,4,3,4,2,5,4,2,3,5,4,2,4,4,1,3,4,2,5,5,4,3,3,2,1,2,3,3,4,1,3,1,4,3.052,149.642,153.048,47,2,35.468,37.636,43.853,2,2,40.809,40.809,44.298,1,3,2,47.75,47.75,49.84,1,2,26.564,27.845,43.824,2,2,21.132,21.132,32.19,1,1,25.283,34.836,40.444,4,2,19.627,19.627,26.213,1,84726082
2019-01-13 04:56:17,2019-01-13 05:05:29,0,23.94.41.111,100,552,1,2019-01-13 05:05:29,R_1rvk3Q8JmYb5Q2g,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,1,1,22,2,4,3,5,1,5,5,5,2,5,5,5,1,5,2,5,5,5,1,1,5,5,5,2,2,5,5,1,1,2,3,3,4,5,5,5,5,1,5,1,5,5,5,3,4,3.205,173.895,177.46,50,2,24.862,93.277,94.923,3,2,46.094,46.094,49.645,1,3,1,41.539,41.539,43.262,1,2,33.453,33.453,34.891,1,1,26.234,26.234,27.828,1,1,19.314,19.314,21.996,1,2,10.517,12.156,15.856,2,32176486
2019-01-13 05:00:51,2019-01-13 05:06:08,0,172.101.166.104,100,316,1,2019-01-13 05:06:08,R_3stTs970WKDI8YS,,,,,43.1685028076171875,-77.68450164794921875,anonymous,EN,1,1,28,4,5,5,4,4,4,4,2,3,4,5,3,2,4,5,4,2,5,4,4,5,2,5,5,5,2,4,5,4,4,5,4,4,2,4,5,2,5,2,4,3,5,5,2,4,1.438,56.979,57.711,131,2,3.032,27.358,27.405,10,2,3.212,12.049,13.411,10,3,2,3.961,17.937,18.006,7,1,2.443,9.094,9.556,6,2,1.479,10.667,11.638,6,1,2.374,9.741,10.665,8,2,3.265,11.285,11.336,8,28695239
2019-01-13 05:06:42,2019-01-13 05:09:31,0,45.47.32.189,100,168,1,2019-01-13 05:09:31,R_3fxxn6R2snBTiMv,,,,,43.152801513671875,-76.22350311279296875,anonymous,EN,1,2,34,5,4,2,3,1,2,4,2,2,2,3,3,4,4,2,3,2,3,2,3,1,3,2,2,4,3,2,1,2,3,3,3,2,4,3,2,3,4,3,4,3,3,2,2,3,1.202,41.232,48.57,109,2,1.699,1.6,7.013,2,2,12.761,15.6,18.893,8,3,1,12.448,14.724,15.276,5,2,13.54,15.155,16.074,4,2,6.781,8.321,8.955,4,1,11.621,13.807,14.638,8,2,9.616,9.633,12.69,2,43242828
2019-01-13 05:01:44,2019-01-13 05:09:32,0,71.58.235.231,100,467,1,2019-01-13 05:09:32,R_2EoEAv31AIbXAuj,,,,,41.349395751953125,-75.9833984375,anonymous,EN,1,2,36,2,1,2,5,1,4,5,4,2,3,5,2,1,5,4,5,2,5,1,4,4,5,4,2,2,5,1,2,5,2,4,5,4,5,2,4,1,2,2,4,5,2,1,1,3,3.01,137.458,138.273,54,2,44.574,66.022,75.21,5,1,16.128,25.73,28.052,2,3,2,10.18,50.39,52.871,6,2,5.043,32.029,33.755,5,2,11.828,11.828,14.534,1,1,40.593,40.593,48.001,1,2,4.151,15.037,20.932,2,83498828
2019-01-13 05:01:12,2019-01-13 05:09:35,0,68.33.93.167,100,502,1,2019-01-13 05:09:35,R_VOuUVpOZWaeLPe9,,,,,39.3446044921875,-76.6793975830078125,anonymous,EN,1,2,42,3,4,1,5,3,4,4,4,2,5,5,4,1,5,3,4,4,4,3,3,4,4,4,3,4,4,3,3,4,2,4,3,5,5,5,3,4,1,4,3,5,3,4,4,2,4.644,134.441,136.113,115,1,36.36,74.458,74.901,8,1,26.002,43.614,44.219,8,3,2,9.049,29.114,31.92,5,2,19.427,35.754,36.39,5,1,9.511,40.79,41.499,5,2,15.38,35.313,35.954,5,2,7.827,19.024,19.565,6,31082453
2019-01-13 05:15:41,2019-01-13 05:21:28,0,70.186.214.158,100,347,1,2019-01-13 05:21:29,R_u3uWNZD9LSkdW0x,,,,,36.763397216796875,-76.33969879150390625,anonymous,EN,1,1,52,5,2,3,5,1,2,5,4,2,4,3,3,2,5,2,4,4,4,2,2,3,5,4,4,5,2,1,2,4,1,4,5,4,4,4,4,1,2,4,2,2,2,4,1,1,3.025,104.634,106.272,46,2,43.736,50.166,51.383,2,2,16.507,16.507,18.093,1,5,2,32.843,32.843,34.631,1,2,19.646,19.646,23.671,1,2,21.33,21.33,22.837,1,1,20.638,21.905,23.513,3,2,12.909,12.909,13.829,1,73353541
2019-01-13 05:19:13,2019-01-13 05:29:52,0,196.17.65.106,100,639,1,2019-01-13 05:29:52,R_1qV8XQMJrX6xeY9,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,28,5,4,5,4,3,4,5,4,3,2,3,4,4,5,4,3,4,5,4,3,2,3,5,4,4,5,4,3,2,4,5,4,3,4,5,4,3,4,5,4,3,2,3,4,5,91.165,149.473,151.135,44,1,110.579,110.579,119.809,1,2,11.522,11.522,14.69,1,6,1,101.061,101.061,102.816,1,2,11.9,11.9,13.011,1,2,38.521,38.521,39.415,1,2,32.343,32.343,33.746,1,2,5.315,5.315,6.595,1,90856100
2019-01-13 05:30:39,2019-01-13 05:35:16,0,172.92.152.254,100,276,1,2019-01-13 05:35:16,R_1HnUuHj6Eaw2Z42,,,,,47.67010498046875,-122.3762969970703125,anonymous,EN,1,2,24,5,4,1,4,1,4,3,4,2,5,5,4,2,4,2,4,4,3,2,2,5,2,4,4,5,4,2,4,4,1,4,2,4,2,5,2,2,2,3,2,5,2,4,5,3,2.309,109.839,110.578,49,2,41.731,41.731,44.604,1,2,13.262,15.814,16.83,3,3,1,16.723,16.723,30.849,1,2,15.687,22.83,23.176,2,2,5.154,7.331,7.915,6,2,9.724,9.724,14.792,1,1,3.086,3.086,4.046,1,61493697
2019-01-13 05:30:31,2019-01-13 05:38:24,0,69.201.79.172,100,472,1,2019-01-13 05:38:24,R_1mQalgzJ4Q2KBZ8,,,,,43.08709716796875,-75.23149871826171875,anonymous,EN,1,2,33,2,1,4,4,4,2,5,4,4,4,4,2,2,4,2,4,2,4,4,4,4,5,4,4,5,4,2,4,2,2,2,5,4,4,4,4,2,1,2,4,4,4,2,4,2,4.199,107.434,108.3,47,1,85.778,85.778,90.501,1,1,47.279,47.279,48.852,1,3,1,61.942,61.942,64.012,1,1,27.662,28.842,30.374,2,1,15.307,27.631,35.108,2,2,15.058,20.444,21.9,5,2,29.197,29.197,36.948,1,73794885
2019-01-13 05:39:24,2019-01-13 05:47:00,0,98.143.0.20,100,456,1,2019-01-13 05:47:00,R_2xCMczBPSqzjT2n,,,,,35.3842010498046875,-85.3925018310546875,anonymous,EN,1,2,45,3,4,2,4,1,4,4,5,3,4,4,3,1,5,2,3,4,5,3,2,4,4,5,2,4,4,2,3,4,2,4,4,5,4,4,3,3,2,4,3,3,2,4,3,3,5.251,136.834,138.202,46,2,43.021,43.021,49.204,1,1,34.244,34.244,39.054,1,3,1,11.462,41.867,49,3,2,22.355,22.355,24.539,1,2,31.125,31.125,32.624,1,2,33.504,33.504,38.979,1,1,19.357,20.425,22.316,3,57060207
2019-01-13 05:44:50,2019-01-13 05:48:51,0,68.113.115.39,100,240,1,2019-01-13 05:48:51,R_2ZChLLAGs0c8svQ,,,,,33.6493072509765625,-86.7057037353515625,anonymous,EN,1,2,26,5,3,2,4,4,2,4,3,2,4,3,4,5,3,4,3,4,5,3,2,4,3,4,2,3,4,3,2,3,4,3,4,3,2,3,2,3,4,4,3,2,3,3,4,4,14.473,114.752,115.399,132,2,4.264,4.968,5.88,4,2,0.625,1.312,1.791,4,4,1,0.765,2.081,2.912,4,2,0.768,5.001,5.493,6,2,0.933,75.301,75.485,7,2,1.479,3.202,3.88,8,1,0.761,1.932,2.206,5,66807392
2019-01-13 05:48:26,2019-01-13 05:55:31,0,72.199.15.160,100,425,1,2019-01-13 05:55:31,R_296yVG8lFCIjE3s,,,,,32.6083984375,-117.0565032958984375,anonymous,EN,1,2,58,3,4,1,4,1,4,4,4,2,4,4,4,1,4,1,5,4,4,2,1,4,4,4,2,4,4,4,1,4,1,4,3,4,4,4,4,4,1,4,2,4,3,4,2,2,11.245,113.803,115.771,46,2,39.196,39.196,40.21,1,2,56.198,62.416,66.337,3,5,1,31.116,31.116,32.178,1,1,31.197,31.97,33.113,2,1,21.983,21.983,23.03,1,2,15.126,15.126,16.616,1,2,13.094,13.094,14.891,1,84860070
2019-01-13 05:57:25,2019-01-13 06:01:19,0,67.240.105.230,100,234,1,2019-01-13 06:01:20,R_p0rtwPQXfe7L07T,,,,,43.311492919921875,-73.64479827880859375,anonymous,EN,1,1,27,2,4,4,5,1,5,4,5,1,5,5,5,1,5,1,5,5,5,1,1,5,4,5,1,5,5,5,1,5,1,5,4,5,5,5,5,4,1,5,1,5,1,5,1,4,3.105,64.742,65.436,47,2,29.706,33.347,35.83,4,1,16.599,17.453,18.75,2,3,2,1.447,24.412,25.281,5,2,2.492,17.982,18.689,3,2,9.685,14.671,16.72,4,2,11.017,13.371,15.389,3,2,5.704,7.064,9.852,2,24105132
2019-01-13 05:56:55,2019-01-13 06:03:48,0,157.46.103.155,100,413,1,2019-01-13 06:03:49,R_2ScOd4GyYP3sVNS,,,,,11.350006103515625,77.733306884765625,anonymous,EN,1,2,28,6,3,4,5,4,2,4,3,5,3,4,2,3,1,4,3,5,2,4,1,3,2,4,3,5,3,2,4,3,5,2,1,5,3,4,2,5,4,2,4,3,5,4,1,3,51.959,280.893,282.906,46,1,2.218,2.218,4.749,1,2,2.854,2.854,3.811,1,6,1,40.553,40.553,41.479,1,1,14.007,14.007,15.347,1,1,4.655,4.655,5.624,1,2,1.878,1.878,2.624,1,1,1.464,1.464,2.964,1,98889666
