StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q7_29,Q7_30,Q7_31,Q7_32,Q7_33,Q7_34,Q7_35,Q7_36,Q7_37,Q7_38,Q7_39,Q7_40,Q7_41,Q7_42,Q7_43,Q7_44,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,survey_code
2019-01-13 05:00:22,2019-01-13 05:03:44,0,72.68.90.192,100,201,1,2019-01-13 05:03:44,R_0DRvrYckHXpl7Ff,,,,,40.8502960205078125,-73.9745025634765625,anonymous,EN,1,2,35,6,2,4,4,3,3,4,2,2,2,4,3,3,4,4,3,1,2,2,5,4,4,1,2,3,3,3,4,4,4,4,4,2,4,3,3,2,3,4,3,4,2,3,2,3,2.451,44.188,44.938,137,1,5.566,6.394,9.036,4,1,1.853,8.533,9.055,7,3,2,2.223,19.972,20.019,6,1,3.671,22.371,22.41,8,1,36.189,37.22,38.184,3,1,20.831,25.155,25.189,7,1,6.674,11.712,11.752,8,62367316
2019-01-13 04:56:24,2019-01-13 05:03:49,0,24.163.96.64,100,445,1,2019-01-13 05:03:50,R_1mgUSP47MEST04a,,,,,35.5800018310546875,-78.790802001953125,anonymous,EN,1,1,47,2,4,2,5,1,4,3,4,1,4,5,4,1,5,2,4,5,4,2,2,4,5,4,2,4,4,2,1,4,2,4,3,5,4,3,2,4,1,4,2,4,4,3,2,3,6.721,178.037,178.768,48,2,55.507,55.507,57.703,1,2,25.259,25.259,26.542,1,3,1,36.816,41.946,42.98,2,1,25.059,25.059,26.31,1,1,13.92,13.92,15.659,1,2,19.878,20.913,21.564,2,2,34.527,35.583,36.805,2,46107530
2019-01-13 04:56:56,2019-01-13 05:04:03,0,107.77.173.3,100,427,1,2019-01-13 05:04:04,R_2VCMZmgtXW7yjwh,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,2,51,3,2,1,5,5,5,4,4,1,4,5,3,1,5,3,5,1,5,1,4,5,3,5,1,5,4,4,1,5,1,5,1,4,5,5,1,3,1,5,1,5,5,4,2,4,7.408,195.365,197.817,121,2,8.289,32.492,33.686,6,1,9.342,17.081,20.275,6,5,2,4.149,18.101,19.508,5,1,7.075,17.981,19.305,7,2,4.698,11.628,12.933,6,2,9.889,22.569,24.771,8,2,11.571,26.854,29.355,5,81799982
2019-01-13 04:56:21,2019-01-13 05:04:07,0,104.186.234.163,100,465,1,2019-01-13 05:04:07,R_3gTqmvPh6kdqqBa,,,,,36.0334014892578125,-79.86260223388671875,anonymous,EN,1,1,52,7,4,1,5,4,3,5,5,1,5,4,3,1,5,2,3,2,4,1,3,3,5,2,3,4,3,2,2,5,3,3,4,5,4,4,3,2,1,5,2,3,3,4,2,3,8.243,173.019,174.262,56,1,51.96,51.96,53.593,1,1,30.437,31.189,33.492,2,3,2,43.515,43.515,45.153,1,1,20.885,20.885,22.276,1,2,27.451,29.54,30.741,3,2,35.311,35.311,36.4,1,2,19.098,19.098,20.452,1,40748209
2019-01-13 04:57:42,2019-01-13 05:04:19,0,72.68.90.192,100,397,1,2019-01-13 05:04:19,R_263jdJvg8gLYpwn,,,,,40.8502960205078125,-73.9745025634765625,anonymous,EN,1,2,35,6,2,4,4,3,4,4,1,2,2,4,4,3,4,4,3,1,1,2,5,4,4,2,2,3,3,3,4,4,4,4,5,2,4,4,3,2,3,4,3,4,3,3,2,4,6.097,64.617,65.615,134,1,4.56,39.315,39.943,10,1,8.422,11.726,12.734,4,3,1,1.156,71.362,72.049,12,1,1.528,4.015,4.751,5,1,0.882,2.948,3.452,4,1,0.564,2.592,3.968,3,1,0.695,3.197,3.61,4,57998226
2019-01-13 04:57:59,2019-01-13 05:04:25,0,209.135.132.136,100,386,1,2019-01-13 05:04:26,R_2DTyOCA0zuHPKV0,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,1,34,5,3,1,4,2,3,4,3,2,4,2,3,2,1,4,3,5,3,2,1,2,3,5,1,3,2,3,4,2,1,5,4,3,2,1,2,3,5,4,3,5,1,2,3,4,2.853,75.832,77.247,47,1,57.638,63.32,64.736,3,1,89.333,89.333,90.854,1,3,2,9.473,9.473,10.551,1,1,5.884,5.884,7.019,1,1,17.62,17.62,18.669,1,1,24.817,24.817,26.142,1,2,24.406,24.406,25.725,1,59748619
2019-01-13 04:59:18,2019-01-13 05:06:19,0,174.216.6.198,100,421,1,2019-01-13 05:06:20,R_2WJcYo94MtlPP7F,,,,,47.54119873046875,-122.27500152587890625,anonymous,EN,1,1,28,6,4,4,3,3,4,4,4,3,4,4,4,4,5,5,5,4,4,5,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,8.171,85.888,86.983,48,1,56.338,56.338,58.663,1,1,27.539,27.539,28.995,1,2,1,24.17,24.17,25.628,1,2,31.25,35.943,37.736,2,2,18.513,18.513,20.196,1,1,45.828,45.828,49.714,1,2,7.523,7.523,8.624,1,87519759
2019-01-13 04:58:41,2019-01-13 05:06:24,0,98.29.1.177,100,463,1,2019-01-13 05:06:25,R_1DOoE8jxo5iSSHB,,,,,39.646392822265625,-84.17169952392578125,anonymous,EN,1,1,44,2,3,4,4,1,4,3,4,4,4,4,1,1,4,2,5,3,5,3,2,5,3,3,3,4,4,3,1,4,3,5,2,5,4,4,1,2,1,3,5,5,5,3,3,5,4.756,180.082,182.566,44,1,36.603,36.603,40.704,1,2,31.332,31.332,32.589,1,5,1,13.183,47.495,49.369,3,1,25.557,25.557,27.649,1,2,28.336,28.336,30.185,1,2,13.682,13.682,15.437,1,2,19.624,19.624,20.672,1,78394295
2019-01-13 04:57:51,2019-01-13 05:07:52,0,188.220.74.26,100,600,1,2019-01-13 05:07:52,R_25zlQbu2i7Ss6aa,,,,,52.2758026123046875,-0.833099365234375,anonymous,EN,1,2,39,6,4,2,5,1,3,3,4,2,4,4,3,1,5,1,3,3,4,2,1,4,4,3,1,4,4,3,2,5,2,2,2,4,4,5,3,4,3,4,2,2,4,4,3,2,2.352,261.536,262.075,60,1,2.208,69.358,124.581,6,1,28.643,34.3,35.612,5,3,1,64.028,76.589,77.843,4,1,12.256,16.014,19.233,3,1,5.066,9.44,10.225,3,2,13.269,14.6,15.492,3,1,6.228,9.454,10.502,4,52242721
2019-01-13 04:57:59,2019-01-13 05:08:00,0,66.87.129.208,100,600,1,2019-01-13 05:08:00,R_3suCGxuEzH5Psk4,,,,,37.547698974609375,-77.39479827880859375,anonymous,EN,1,1,31,6,2,3,5,1,5,4,4,2,5,5,5,1,5,1,5,5,5,1,1,4,1,2,1,5,5,5,1,5,1,5,1,5,5,5,1,4,1,5,1,5,1,5,1,5,2.795,116.62,117.931,49,1,10.04,45.449,46.883,4,1,15.866,18.588,19.902,2,3,1,176.469,194.179,196.179,2,1,49.823,51.912,53.578,2,1,29.863,35.137,36.592,4,2,45.789,45.789,46.982,1,1,28.218,30.565,32.083,2,75614522
2019-01-13 05:01:52,2019-01-13 05:08:25,0,104.10.29.29,100,392,1,2019-01-13 05:08:26,R_12l1ZQ41UmD84Va,,,,,33.920806884765625,-117.45890045166015625,anonymous,EN,1,2,34,5,3,4,4,1,4,3,3,2,3,5,3,4,4,3,4,3,2,2,3,5,3,3,2,3,4,3,3,4,2,5,4,3,4,3,3,2,3,3,4,5,1,4,2,4,2.967,107.398,109.063,48,2,7.956,13.643,19.66,3,1,9.2,30.04,35.442,4,3,1,1.87,33.453,43,4,1,1.446,26.895,37.293,4,2,1.283,47.003,54.135,8,2,0.817,27.052,29.508,7,2,7.089,27.677,30.254,4,14730572
2019-01-13 04:59:12,2019-01-13 05:08:34,0,45.49.11.36,100,561,1,2019-01-13 05:08:34,R_1Lp0xZBfJcU6a5A,,,,,34.0482025146484375,-118.3343048095703125,anonymous,EN,1,2,34,4,4,1,5,1,5,4,5,2,5,5,5,1,5,2,5,5,5,1,1,5,1,5,1,5,5,5,2,2,2,5,2,5,5,5,2,4,1,5,1,5,1,4,1,5,0.833,154.599,154.747,165,1,12.866,28.014,28.074,11,1,17.308,32.944,33.86,12,4,2,8.101,34.691,34.736,10,2,11.718,22.308,23.079,11,2,7.706,29.301,29.451,9,2,15.976,27.664,27.713,9,2,1.688,23.862,24.76,10,36784948
2019-01-13 05:00:22,2019-01-13 05:09:12,0,73.165.184.111,100,529,1,2019-01-13 05:09:12,R_3s00y30A0RmOZYA,,,,,40.23779296875,-75.295501708984375,anonymous,EN,1,1,70,3,5,4,5,1,5,1,5,1,5,5,5,1,5,1,5,5,4,1,2,5,1,4,1,5,5,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,1,5,5.078,101.869,102.855,48,1,91.092,91.092,92.884,1,1,56.325,65.564,66.909,3,3,1,54.281,54.281,59.048,1,2,25.091,25.091,26.322,1,1,23.56,23.56,25.718,1,1,44.151,44.151,45.726,1,1,52.434,52.434,53.607,1,68392652
2019-01-13 05:00:33,2019-01-13 05:09:24,0,73.212.87.197,100,531,1,2019-01-13 05:09:25,R_1QN2pOAYT8dECnZ,,,,,38.7548980712890625,-76.9026031494140625,anonymous,EN,1,1,24,3,4,2,4,1,2,4,5,2,2,4,4,1,5,4,5,5,5,1,1,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3.724,137.243,139.151,130,1,18.561,79.107,80.058,12,1,4.935,45.953,47.759,6,3,2,2.9,75.502,76.151,25,2,3.003,36.894,39.815,7,1,7.648,39.27,40.822,8,2,38.419,42.112,43.156,6,2,15.432,31.281,33.046,6,52899562
2019-01-13 05:05:00,2019-01-13 05:10:05,0,108.194.200.239,100,305,1,2019-01-13 05:10:05,R_3iRxO2zN8iIRR9H,,,,,29.4633941650390625,-90.59799957275390625,anonymous,EN,1,1,33,2,1,1,5,1,5,5,5,1,5,5,4,1,5,1,5,5,5,1,3,5,5,5,1,4,4,1,1,5,1,5,4,5,5,3,3,1,1,5,1,5,2,5,1,3,3.845,128.564,129.601,54,2,10.81,24.181,26.4,2,1,8.813,13.288,14.363,4,3,2,15.082,16.429,17.454,2,2,8.626,12.254,14.632,3,2,4.287,8.262,9.031,3,2,47.427,47.427,48.308,1,2,3.048,4.445,5.52,2,82479711
2019-01-13 04:59:35,2019-01-13 05:17:51,0,104.200.37.44,100,1096,1,2019-01-13 05:17:52,R_2y9tTjcjItTH5RU,,,,,35.66650390625,-97.46540069580078125,anonymous,EN,1,2,28,5,4,3,3,3,4,3,3,4,3,4,4,4,4,3,4,4,3,2,3,3,3,3,2,3,3,4,3,3,3,3,4,3,4,3,3,4,4,4,3,3,4,4,4,4,5.187,179.933,181.417,51,2,66.389,72.693,73.773,2,2,325.209,325.209,326.888,1,5,2,49.816,49.816,50.851,1,2,23.241,23.635,25.292,2,1,28.911,28.911,30.126,1,2,22.344,22.344,23.822,1,2,20.854,20.854,23.617,1,90726233
2019-01-13 05:06:39,2019-01-13 05:19:47,0,50.83.46.151,100,787,1,2019-01-13 05:19:47,R_pbmcdeFzavm4049,,,,,41.491302490234375,-90.56479644775390625,anonymous,EN,1,1,51,4,3,4,4,4,4,2,4,3,2,4,2,2,4,4,4,3,4,4,3,3,3,2,4,3,4,5,4,4,4,4,1,2,5,3,3,3,4,3,3,3,2,3,3,4,42.73,381.479,383.572,47,2,63.689,64.342,65.535,2,2,33.306,33.306,34.935,1,3,2,21.42,21.42,32.786,1,2,34.823,34.823,36.171,1,2,45.589,45.589,47.037,1,1,18.734,18.734,19.714,1,2,13.188,13.188,14.828,1,63979250
